ID	COMPOUND_ID	SPECIES_TEXT	SPECIES_ACCESSION	COMPONENT_TEXT	COMPONENT_ACCESSION	STRAIN_TEXT	STRAIN_ACCESSION	SOURCE_TYPE	SOURCE_ACCESSION	COMMENTS
21142	132626	Angelica biserrata	NCBI:txid357970	root	BTO:0001188	null	null	PubMed Id	CBA:341485	null
21143	132626	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	23384552	null
21144	132627	Notopterygium incisum	NCBI:txid54724	root	BTO:0001188	null	null	PubMed Id	20707067	null
21145	132627	Notopterygium incisum	NCBI:txid54724	rhizome	BTO:0001181	null	null	PubMed Id	20707067	null
21146	132628	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	23225552	null
21147	132628	Aconitum geniculatum	NCBI:txid632155	null	null	null	null	PubMed Id	CBA:338609	null
21148	132628	Delphinium denudatum	NCBI:txid1127156	root	BTO:0001188	null	null	PubMed Id	9170290	null
21149	132628	Aconitum anthora	NCBI:txid112588	whole plant	BTO:0001461	null	null	PubMed Id	20862641	null
21150	132628	Aconitum gymnandrum	NCBI:txid215071	null	null	null	null	PubMed Id	8368077	null
21151	132628	Aconitum nagarum	NCBI:txid50874	root	BTO:0001188	null	null	PubMed Id	CBA:335013	null
21152	132628	Aconitum napellus	NCBI:txid112591	null	null	null	null	PubMed Id	23876370	null
21153	132629	Aconitum napellus	NCBI:txid112591	null	null	null	null	PubMed Id	23876370	null
21154	132629	Aconitum flavum	NCBI:txid286045	root	BTO:0001188	null	null	PubMed Id	21754813	null
21155	132629	Aconitum pendulum	NCBI:txid50878	null	null	null	null	PubMed Id	26896350	null
21156	132629	Aconitum brachypodum	NCBI:txid226103	null	null	null	null	PubMed Id	24791539	null
21157	132629	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	22907155	null
21158	31575	Aeschynanthus bracteatus	NCBI:txid175969	null	null	null	null	PubMed Id	18590922	null
21159	132630	Aconitum japonicum	NCBI:txid1478108	leaf	BTO:0000713	null	null	PubMed Id	24190290	null
21160	132630	Aconitum okuyamae	NCBI:txid50876	root	BTO:0001188	null	null	PubMed Id	24190290	null
21161	132630	Aconitum japonicum	NCBI:txid1478108	root	BTO:0001188	null	null	PubMed Id	24190290	null
21162	132630	Aconitum okuyamae	NCBI:txid50876	leaf	BTO:0000713	null	null	PubMed Id	24190290	null
21163	132630	Aconitum kusnezoffii	NCBI:txid239685	root	BTO:0001188	null	null	PubMed Id	24170571	null
21164	132630	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	23707213	null
21165	134039	Streptococcus pneumoniae	NCBI:txid1313	null	null	null	null	PubMed Id	27818299	null
21166	132645	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	22223386	null
21167	132631	Aconitum hemsleyanum var. circinatum	NCBI:txid632157	root	BTO:0001188	null	null	PubMed Id	17432903	null
21168	132631	Aconitum napellus	NCBI:txid112591	null	null	null	null	PubMed Id	23876370	null
21169	132631	Aconitum soongaricum	NCBI:txid568276	root	BTO:0001188	null	null	PubMed Id	27328130	null
21170	133858	Pseudobotrytis	NCBI:txid1293528	null	null	FKA-25	null	Article	Mycoscience 2004, 45, 9-16	Isolated from forest soil collected on Yakushima Island, Kagoshima Prefecture, Japan.
21171	47248	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	27085014	null
21172	47248	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	4002232	null
21173	38225	Aspergillus niger	NCBI:txid5061	null	null	null	null	PubMed Id	20014861	From Aspergillus niger on grapes and raisins.
21174	133973	Aspergillus niger	NCBI:txid5061	null	null	null	null	PubMed Id	26040782	The conversion rate was increased 3.5 times by using a coculture of Streptomyces coelicolor and Aspergillus niger.
21175	132633	Aconitum anthora	NCBI:txid112588	whole plant	BTO:0001461	null	null	PubMed Id	20862641	null
21176	132633	Aconitum carmichaelii	NCBI:txid85363	null	null	null	null	PubMed Id	24793215	null
21177	132633	Aconitum pendulum	NCBI:txid50878	null	null	null	null	PubMed Id	26896350	null
21178	132633	Aconitum kusnezoffii	NCBI:txid239685	null	null	null	null	PubMed Id	24170571	null
21179	132633	Aconitum soongaricum	NCBI:txid568276	whole plant	BTO:0001461	null	null	PubMed Id	27328130	null
21180	134060	Aspergillus niger	NCBI:txid5061	null	null	null	null	PubMed Id	20028011	null
21181	132634	Aconitum carmichaelii	NCBI:txid85363	null	null	null	null	PubMed Id	23707213	null
21182	132634	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	24343604	null
21183	132634	Aconitum kusnezoffii	NCBI:txid239685	null	null	null	null	PubMed Id	24170571	null
21184	132634	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24216273	null
21185	132635	Aconitum heterophyllum	NCBI:txid279769	root	BTO:0001188	null	null	PubMed Id	24156713	null
21186	132635	Aconitum carmichaelii	NCBI:txid85363	null	null	null	null	PubMed Id	1293938	null
21187	131834	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	PubMed Id	26860358	null
21188	131834	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	MetaboLights	MTBLS287	null
21189	131837	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	MetaboLights	MTBLS287	null
21190	131837	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	PubMed Id	26860358	null
21191	131838	Machaerium hirtum	NCBI:txid450034	leaf	BTO:0000713	null	null	PubMed Id	23126578	null
21192	131838	Iris gracilipes	NCBI:txid995794	flower	BTO:0000469	null	null	PubMed Id	25924524	null
21193	131838	Ohwia caudata	NCBI:txid1603716	null	null	null	null	PubMed Id	25509297	null
21194	131838	Lomatogonium rotatum	NCBI:txid148625	null	null	null	null	PubMed Id	2608753	null
21195	131838	Gentianopsis barbata	NCBI:txid156522	null	null	null	null	PubMed Id	2608753	null
21196	131838	Wilbrandia ebracteata	NCBI:txid703182	root	BTO:0001188	null	null	PubMed Id	20678557	null
21197	131838	Echinodorus grandiflorus	NCBI:txid55312	leaf	BTO:0000713	null	null	PubMed Id	26692456	null
21198	131838	Machaerium hirtum	NCBI:txid450034	branch	BTO:0000148	null	null	PubMed Id	23126578	null
21199	131838	Iris gracilipes	NCBI:txid995794	leaf	BTO:0000713	null	null	PubMed Id	25924524	null
21200	131838	Gentianella acuta	NCBI:txid510832	null	null	null	null	PubMed Id	2608753	null
21201	131838	Comastoma pedunculatum	NCBI:txid156519	null	null	null	null	PubMed Id	MED:23234130	null
21202	131838	Zantedeschia aethiopica	NCBI:txid69721	null	null	null	null	PubMed Id	25924520	null
21203	131838	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	MetaboLights	MTBLS287	null
21204	131838	Aleurites moluccanus	NCBI:txid123498	null	null	null	null	PubMed Id	21660087	null
21205	131838	Lophatherum gracile	NCBI:txid29683	null	null	null	null	PubMed Id	25527702	null
21206	131838	Ziziphus jujuba var. spinosa	NCBI:txid714518	seed	BTO:0001226	null	null	PubMed Id	26281588	null
21207	131838	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	PubMed Id	26860358	null
21208	131838	Swertia japonica	NCBI:txid137129	null	null	null	null	PubMed Id	26996316	null
21209	131866	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	MetaboLights	MTBLS287	null
21210	131866	Oryza sativa	NCBI:txid4530	seed	BTO:0001226	null	null	PubMed Id	26860358	null
21211	131886	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	26654758	null
21212	131886	Rattus norvegicus	NCBI:txid10116	null	null	null	null	MetaboLights	MTBLS303	null
21213	131887	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	26654758	null
21214	131887	Rattus norvegicus	NCBI:txid10116	null	null	null	null	MetaboLights	MTBLS303	null
21215	131887	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	26368264	null
21216	131888	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	26654758	null
21217	131888	Rattus norvegicus	NCBI:txid10116	null	null	null	null	MetaboLights	MTBLS278	null
21218	131888	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	12869634	null
21219	131889	Rattus norvegicus	NCBI:txid10116	null	null	null	null	MetaboLights	MTBLS278	null
21220	131889	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	26654758	null
21221	131924	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21222	131924	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	25070706	null
21223	131945	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21224	131982	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21225	131983	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21226	131984	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21227	131985	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21228	131986	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21229	131987	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21230	131988	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21231	131989	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21232	131991	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21233	131993	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21234	132001	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21235	132002	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21236	132004	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21237	132006	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21238	132007	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21239	132009	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21240	132032	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21241	132041	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS307	null
21242	132050	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS307	null
21243	134080	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS307	null
21244	132033	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21245	132034	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21246	132035	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21247	132036	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21248	132037	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21249	132038	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21250	132039	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21251	132051	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	6281996	null
21252	132051	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS307	null
21253	132051	Rattus norvegicus	NCBI:txid10116	null	null	null	null	PubMed Id	7645303	null
21254	132054	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21255	132057	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21256	132058	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS279	null
21257	132138	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	MetaboLights	MTBLS45	null
21258	132138	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	PubMed Id	21194489	null
21259	15407	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21260	132182	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21261	132177	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21262	132184	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21263	132185	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21264	132187	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21265	132187	Rattus norvegicus	NCBI:txid10116	urine	BTO:0001419	null	null	PubMed Id	15239850	null
21266	132187	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	12587675	null
21267	132188	Trypanosoma brucei	NCBI:txid5691	null	null	null	null	MetaboLights	MTBLS49	null
21268	132188	Trypanosoma brucei	NCBI:txid5691	null	null	null	null	PubMed Id	23571546	null
21269	132192	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21270	132194	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21271	132231	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21272	132279	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21273	132281	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21274	132281	Brassica rapa	NCBI:txid3711	null	null	null	null	PubMed Id	21448706	null
21275	132282	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21276	134092	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	AGR:IND92025878	null
21277	134092	Clupea harengus	NCBI:txid7950	null	null	null	null	PubMed Id	3349210	null
21278	134092	Perca fluviatilis	NCBI:txid8168	null	null	null	null	PubMed Id	3349210	null
21279	134092	Esox lucius	NCBI:txid8010	null	null	null	null	PubMed Id	3349210	null
21280	134092	Homarus gammarus	NCBI:txid6707	null	null	null	null	PubMed Id	3349210	null
21281	134092	Cancer pagurus	NCBI:txid6755	null	null	null	null	PubMed Id	3349210	null
21282	134092	Lota lota	NCBI:txid69944	null	null	null	null	PubMed Id	3349210	null
21283	134092	Pandalus borealis	NCBI:txid6703	null	null	null	null	PubMed Id	3349210	null
21284	134092	Rutilus rutilus	NCBI:txid48668	null	null	null	null	PubMed Id	3349210	null
21285	132283	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21286	134104	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	26188111	null
21287	134105	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	26188111	null
21288	134105	Oerskovia xanthineolytica	NCBI:txid1710	null	null	null	null	PubMed Id	16345943	null
21289	132636	Aconitum flavum	NCBI:txid286045	leaf	BTO:0000713	null	null	PubMed Id	CBA:307735	null
21290	132636	Aconitum flavum	NCBI:txid286045	flower	BTO:0000469	null	null	PubMed Id	CBA:307735	null
21291	132636	Aconitum karakolicum	NCBI:txid286046	null	null	null	null	PubMed Id	CBA:305622	null
21292	132636	Aconitum carmichaelii	NCBI:txid85363	null	null	null	null	PubMed Id	16181762	null
21293	132636	Aconitum pendulum	NCBI:txid50878	null	null	null	null	PubMed Id	20506817	null
21294	132636	Aconitum kusnezoffii	NCBI:txid239685	null	null	null	null	PubMed Id	CBA:300080	null
21295	132636	Aconitum flavum	NCBI:txid286045	stem	BTO:0001300	null	null	PubMed Id	CBA:307735	null
21296	132637	Aconitum longtounens	NCBI:txid50873	null	null	null	null	PubMed Id	CBA:279655	null
21297	132637	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	17555909	null
21298	132637	Aconitum bulleyanum	NCBI:txid226111	null	null	null	null	PubMed Id	11599346	null
21299	132637	Aconitum carmichaelii	NCBI:txid85363	tuber	BTO:0001400	null	null	PubMed Id	12913245	null
21300	134097	Proteus mirabilis	NCBI:txid584	null	null	null	null	PubMed Id	27902374	null
21301	132638	Aconitum bulleyanum	NCBI:txid226111	null	null	null	null	PubMed Id	11599346	null
21302	132638	Aconitum hemsleyanum var. circinatum	NCBI:txid632157	root	BTO:0001188	null	null	PubMed Id	19652403	null
21303	132638	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	17555909	null
21304	132638	Aconitum carmichaelii	NCBI:txid85363	tuber	BTO:0001400	null	null	PubMed Id	12913245	null
21305	132638	Aconitum geniculatum	NCBI:txid632155	root	BTO:0001188	null	null	PubMed Id	CBA:337610	null
21306	132638	Aconitum tatsinenense	NCBI:txid286039	root	BTO:0001188	null	null	PubMed Id	CBA:331924	null
21307	132638	Aconitum episcopale	NCBI:txid226106	root	BTO:0001188	null	null	PubMed Id	21417277	null
21308	134120	Proteus	NCBI:txid583	null	null	null	null	PubMed Id	27902374	null
21309	132639	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	27761113	null
21310	132639	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	22342149	null
21311	132639	Homo sapiens	NCBI:txid9606	blood serum	BTO:0000133	null	null	PubMed Id	22342149	null
21312	132639	Aconitum pendulum	NCBI:txid50878	null	null	null	null	PubMed Id	26896350	null
21313	132639	Aconitum brachypodum	NCBI:txid226103	null	null	null	null	PubMed Id	24791539	null
21314	132640	Aconitum piepunense	NCBI:txid226113	root	BTO:0001188	null	null	PubMed Id	16755043	null
21315	132640	Aconitum nagarum	NCBI:txid50874	root	BTO:0001188	null	null	PubMed Id	CBA:335013	null
21316	132640	Aconitum bulleyanum	NCBI:txid226111	null	null	null	null	PubMed Id	24380280	null
21317	132640	Aconitum episcopale	NCBI:txid226106	root	BTO:0001188	null	null	PubMed Id	21417277	null
21318	132640	Aconitum hemsleyanum var. circinatum	NCBI:txid632157	root	BTO:0001188	null	null	PubMed Id	17432903	null
21319	132640	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	16959134	null
21320	132640	Aconitum vilmorinianum	NCBI:txid226101	null	null	null	null	PubMed Id	23784883	null
21321	132641	Aconitum kusnezoffii	NCBI:txid239685	root	BTO:0001188	null	null	PubMed Id	CBA:300080	null
21322	132641	Aconitum episcopale	NCBI:txid226106	root	BTO:0001188	null	null	PubMed Id	21417277	null
21323	132641	Aconitum tatsinenense	NCBI:txid286039	root	BTO:0001188	null	null	PubMed Id	CBA:331924	null
21324	132641	Aconitum geniculatum	NCBI:txid632155	root	BTO:0001188	null	null	PubMed Id	CBA:337598	null
21325	132641	Aconitum kongboense	NCBI:txid632161	root	BTO:0001188	null	null	PubMed Id	CBA:377474	null
21326	132641	Aconitum hemsleyanum	NCBI:txid215070	root	BTO:0001188	null	null	PubMed Id	12736463	null
21327	132641	Delphinium staphisagria	NCBI:txid104301	aerial part	BTO:0001658	null	null	PubMed Id	10978212	null
21328	132641	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	22628040	null
21329	132642	Aconitum forrestii	NCBI:txid219065	root	BTO:0001188	null	null	DOI	10.1021/np50033a013	null
21330	132642	Aconitum kusnezoffii	NCBI:txid239685	root	BTO:0001188	null	null	PubMed Id	CBA:300080	null
21331	132643	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	22223386	null
21332	132644	Aconitum carmichaelii	NCBI:txid85363	root	BTO:0001188	null	null	PubMed Id	22223386	null
21333	132647	Piper wallichii	NCBI:txid450288	stem	BTO:0001300	null	null	PubMed Id	22734410	null
21334	132647	Magnolia sprengeri	NCBI:txid86737	null	null	null	null	PubMed Id	22080044	null
21335	132648	Piper wallichii	NCBI:txid450288	null	null	null	null	PubMed Id	2609983	null
21336	132648	Nectandra rigida	NCBI:txid881595	null	null	null	null	PubMed Id	7400821	null
21337	132648	Aristolochia arcuata	NCBI:txid158533	null	null	null	null	PubMed Id	15684486	null
21338	132648	Nectandra megapotamica	NCBI:txid881593	leaf	BTO:0000713	null	null	PubMed Id	26184150	null
21339	132648	Acorus tatarinowii	NCBI:txid123564	rhizome	BTO:0001181	null	null	PubMed Id	23713285	null
21340	132648	Nectandra megapotamica	NCBI:txid881593	null	null	null	null	PubMed Id	15324487	null
21341	132648	Schisandra propinqua	NCBI:txid124790	stem	BTO:0001300	null	null	PubMed Id	18536373	null
21342	132648	Machilus thunbergii	NCBI:txid128685	bark	BTO:0001301	null	null	PubMed Id	19555186	null
21343	132648	Piper mullesua	NCBI:txid126644	null	null	null	null	PubMed Id	CBA:310781	null
21344	132649	Machilus obovatifolia	NCBI:txid325538	stem	BTO:0001300	null	null	PubMed Id	11509982	null
21345	132649	Epimedium acuminatum	NCBI:txid253612	aerial part	BTO:0001658	null	null	PubMed Id	1442064	null
21346	132649	Piper kadsura	NCBI:txid54803	aerial part	BTO:0001658	null	null	PubMed Id	8237383	null
21347	132649	Epimedium koreanum	NCBI:txid63351	aerial part	BTO:0001658	null	null	Article	Chinese Journal of Medicinal Chemistry (1998), 8, 281-284 	null
21348	132649	Machilus thunbergii	NCBI:txid128685	bark	BTO:0001301	null	null	PubMed Id	11045899	null
21349	132649	Magnolia ovata	NCBI:txid152188	fruit	BTO:0000486	null	null	PubMed Id	23157012	null
21350	132649	Magnolia ovata	NCBI:txid152188	leaf	BTO:0000713	null	null	PubMed Id	19658431	null
21351	132649	Fusarium solani	NCBI:txid169388	null	null	null	null	Article	Weed Science (2002), 50, 658-661	null
21352	132649	Musa acuminata	NCBI:txid4641	null	null	null	null	PubMed Id	2458108	null
21353	132649	Fusarium acuminatum	NCBI:txid5515	null	null	null	null	Article	Journal of agricultural and food chemistry (1989), 37, 1348-1351	null
21354	132649	Epimedium pubescens	NCBI:txid153729	leaf	BTO:0000713	null	null	PubMed Id	24066589	null
21355	59378	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21356	59377	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21357	59371	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21358	132650	Ocotea cymbarum	NCBI:txid1844648	null	null	null	null	PubMed Id	24713267	null
21359	132650	Piper wallichii	NCBI:txid450288	aerial part	BTO:0001658	null	null	PubMed Id	20394289	null
21360	59368	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21361	59365	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21362	59376	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21363	59362	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21364	59374	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21365	59364	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21366	59380	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21367	59383	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21368	59381	Mycobacterium avium	NCBI:txid1764	null	null	null	null	PubMed Id	2476400	null
21369	132651	Piper kadsura	NCBI:txid54803	null	null	null	null	PubMed Id	8368081	null
21370	132652	Piper kadsura	NCBI:txid54803	null	null	null	null	PubMed Id	8368081	null
21371	132653	Piper kadsura	NCBI:txid54803	null	null	null	null	PubMed Id	8368081	null
21372	132654	Magnolia ovata	NCBI:txid152188	fruit	BTO:0000486	null	null	PubMed Id	23157012	null
21373	132654	Piper kadsura	NCBI:txid54803	null	null	null	null	PubMed Id	8237383	null
21374	132654	Magnolia ovata	NCBI:txid152188	leaf	BTO:0000713	null	null	PubMed Id	19658431	null
21375	17303	Papaver somniferum	NCBI:txid3469	null	null	null	null	PubMed Id	15019787	null
21376	132656	Blumea mollis	NCBI:txid119169	leaf	BTO:0000713	null	null	PubMed Id	18566831	 	Found in the essential oil from the leaves 
21377	132656	Croton triqueter	NCBI:txid316795	twig	BTO:0001411	null	null	PubMed Id	24354204		Found in the essential oil from twigs
21378	132656	Annonaceae	NCBI:txid22140	leaf	BTO:0000713	null	null	PubMed Id	23513739	Found in the essential oil from the leaves 
21379	132656	Citrus tamurana	NCBI:txid488172	null	null	null	null	PubMed Id	11999424	null
21380	132656	Acorus calamus var. angustatus	NCBI:txid325552	leaf	BTO:0000713	null	null	PubMed Id	15612802	null
21381	132656	Curcuma wenyujin	NCBI:txid136221	root	BTO:0001188	null	null	PubMed Id	23738470	null
21382	132656	Croton draconoides	NCBI:txid518850	twig	BTO:0001411	null	null	PubMed Id	24354204		Found in the essential oil from twigs
21383	132656	Croton urucurana	NCBI:txid518879	twig	BTO:0001411	null	null	PubMed Id	24354204	Found in the essential oil from twigs
21384	132656	Steganotaenia araliacea	NCBI:txid59178	leaf	BTO:0000713	null	null	Article	Journal of essential oil research 2006, 18, 305-307		Found in the essential oil from the leaves 
21385	132656	Teucrium chamaedrys	NCBI:txid53176	null	null	null	null	PubMed Id	16516906	null
21386	132656	Curcuma wenyujin	NCBI:txid136221	rhizome	BTO:0001181	null	null	PubMed Id	23738470	null
21387	132656	Croton draconoides	NCBI:txid518850	leaf	BTO:0000713	null	null	PubMed Id	24354204		Found in the essential oil from the leaves 
21388	132656	Callicarpa japonica	NCBI:txid105891	leaf	BTO:0000713	null	null	PubMed Id	12165300	null
21389	132656	Atractylodes macrocephala	NCBI:txid265785	null	null	null	null	PubMed Id	17432574	Found in the volatile components 
21390	132656	Dendropanax morbifera	NCBI:txid98373	null	null	null	null	PubMed Id	19746846		Found in the essential oi
21391	132656	Angelica dahurica	NCBI:txid48101	root	BTO:0001188	null	null	PubMed Id	21657081	Found in the essential oil from the roots
21392	132656	Croton triqueter	NCBI:txid316795	leaf	BTO:0000713	null	null	PubMed Id	24354204	Found in the essential oil from the leaves 
21393	132656	Croton urucurana	NCBI:txid518879	leaf	BTO:0000713	null	null	PubMed Id	24354204		Found in the essential oil from the leaves 
21394	132657	Piper kadsura	NCBI:txid54803	null	null	null	null	PubMed Id	11040054	null
21395	132658	Piper longum	NCBI:txid49511	null	null	null	null	PubMed Id	16872768	null
21396	132658	Caesalpinia bonduc	NCBI:txid191881	bark	BTO:0001301	null	null	PubMed Id	17329887	Obtained from ethanolic extract of the bark
21397	132659	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	17449162	null
21398	132660	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	2393954	null
21399	132661	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	7912074	null
21400	132662	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	7912074	null
21401	132663	Strychnos icaja	NCBI:txid1040889	root	BTO:0001188	null	null	PubMed Id	12560037	null
21402	132663	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	22707864	null
21403	132665	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	DOI	10.1016/j.tet.2012.03.006	null
21404	132664	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	10.1016/j.tet.2012.03.006	null
