peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Subject,184,214,289,317,320,327,348,353,373,387,408,461,528,739
M428T441_POS,428.26085012672274,428.2604575463014,428.2615486761958,441.4221496582031,440.7857971191406,442.98004150390625,14,14,1842918.6349916311,992517.3719339842,2228657.008166741,770228.7280666615,1762614.479257803,1046519.6371857647,1869335.1713378974,1926539.5590579198,1445659.4074517752,2011293.7785869115,1031796.4439794858,3620325.854827886,1152483.5804279142,1241307.8897095572
M428T506_POS,428.26092407422675,428.2606634041499,428.26165829140655,505.5740966796875,505.0056457519531,506.274658203125,14,14,4878992.771879029,1103785.2951604363,2904734.8011773434,495766.7680803587,2110879.9982199823,941435.2721446428,1047461.4302730187,1737398.1069410983,526230.4883685678,3172832.701752494,880554.8312789075,3697754.99705707,674343.4569554883,1404651.8267840112
M428T590_2_POS,428.25703850596585,428.2567722208362,428.26580419963045,589.8404541015625,579.708984375,591.365478515625,9,9,NA,NA,438997.9820205083,185434.39728571475,736110.1015854111,548111.0737057325,NA,459721.08109976223,1421106.8002122915,284224.1454456684,983069.6147799497,173673.26601562646,NA,NA
M428T473_POS,428.2765108196514,428.2761102088432,428.2773643658585,473.1888732910156,472.7386474609375,474.817626953125,11,11,NA,NA,230703.2956004454,425058.0566587516,158615.38533294213,497579.4701323208,471059.12767090014,NA,615867.6630237947,142954.37771763437,409700.7200657906,140374.17859374985,2472025.7815650976,605821.5563332611
M428T618_POS,428.30564154974365,428.30495756125856,428.3064490870624,618.0511474609375,617.31756591796875,618.78558349609375,14,14,1710634.3371562462,3429681.609283861,1096212.4180265602,1289490.2027343928,974976.3815999888,941118.5631874873,867046.6685117212,1003649.3927587322,3808960.7830202305,579138.4780458855,912255.4713832719,643882.5034140596,1908367.0821406327,278109.1877921848
M428T589_POS,428.3723158887477,428.3719189019659,428.3733797400153,589.2374267578125,587.0743408203125,590.7601318359375,14,14,625322.3457258225,2860268.6904653013,6502042.806905694,1439169.967475326,6689743.10058057,2399154.05910934,967527.3277875104,2500578.2153617055,7785374.719089525,3208847.863090374,4477181.553443807,5625110.668310521,5354866.579338696,1596350.4383999894
M428T563_POS,428.36342654683176,428.36312187150605,428.36415790357404,562.7547912597656,560.92962646484375,563.888427734375,12,12,127402.1651611346,914316.34695602,1681058.1775839683,2107377.2121346192,3786030.8872660273,1166146.593791177,NA,NA,1711948.684891651,1852405.3560494052,2043768.8437346877,2108436.0277038305,858862.0877951421,693272.5377916393
M429T433_POS,428.7313442702965,428.73108021048216,428.73204841566604,432.6957550048828,431.75103759765625,433.9475402832031,14,14,2700246.3498363406,1561636.5785271798,1520276.3563377592,474636.6346875021,1098536.4482107193,828098.6944968149,1515566.2667668206,1595252.460541336,1167481.8962139948,1416313.7721637278,736956.1874267606,3384161.9032083577,1023760.2666234799,1284011.5251480183
M429T506_POS,428.7626554812928,428.7619414325106,428.76350557515553,505.5664367675781,504.9506530761719,506.274658203125,14,14,1973204.0913592435,463257.6858510026,1229745.3873085908,161819.69493767855,871546.7975880026,316377.4186550464,358534.0118392417,709164.2172837332,209111.6054521484,1438037.782322513,299851.4048568999,1323164.6154682648,261392.80159750578,631200.6578979478
M429T441_POS,428.76257593020284,428.7623130860228,428.7634594932957,441.4218444824219,440.7857971191406,442.6679992675781,14,14,676324.1194362299,425736.58260567754,948187.1869765638,304757.3062871087,690526.8890761693,392339.1504174128,762641.6855600055,925472.0003240437,483382.56912760367,753367.2940335949,396163.8003749973,1441504.0686759702,460462.3361705361,452608.45112109365
M429T590_POS,428.75399768751606,428.753600149674,428.77298765443294,589.6783142089844,579.09808349609375,590.1453857421875,8,7,NA,NA,299692.07653459505,NA,679203.7546640672,431935.51122343383,NA,184465.89625104028,975036.4526792374,NA,473446.5116116015,1292234.5013565358,NA,NA
M429T489_POS,428.89047198848425,428.89021320427247,428.8913026192141,489.34934997558594,488.7435302734375,490.7956237792969,12,12,NA,NA,1231571.3375292951,1301174.3099699924,1397877.1178956458,1333542.5483473595,1359970.106764059,1092717.7947911962,1229910.1429164063,1312479.2878134775,1363777.7107948598,8466699.741105458,1216538.4122145467,1606405.9099165057
M429T626_POS,429.08776108847496,429.08700795809574,429.0884075863957,626.3443044433593,624.81085205078125,627.78125,10,10,NA,NA,224397.17211718438,718954.2859475951,NA,448008.2613880993,441622.79287906724,718541.4417773436,713284.5744406919,977406.4738444581,191666.66072585416,432811.5919557233,1266596.6523883594,NA
M429T491_POS,429.13100377680144,429.13073518079153,429.13181151863876,490.9166717529297,477.22088623046875,493.0986328125,14,14,1919796.7364830214,1610376.2005785818,3865294.321716146,2052215.8066896233,2502622.503698993,2793518.1325512663,6592391.028930672,4842843.476400001,4233265.20845416,3360533.665800438,3467181.0758738853,3317444.996279762,5180207.244717343,7079318.49265774
M429T351_POS,429.1724722212946,429.1719717988784,429.17286308580117,350.5419006347656,347.4248962402344,353.9053955078125,9,9,3833838.529659341,2208107.533363367,NA,7284087.670316953,NA,1196303.1848592234,1669135.5906468178,NA,3147401.2456968795,NA,NA,248052.06745497574,852860.6817662108,512794.12228406226
M429T320_POS,429.1899512304448,429.1867482751922,429.19051841784943,320.1689307861328,314.1151428222656,331.8539123535156,10,8,661448.6782281243,NA,624053.2152573498,NA,NA,NA,1936063.106491269,510164.4061917467,644806.2701627635,NA,NA,158386.12856580495,669468.7805585942,432401.7825237812
M429T413_POS,429.20478567844395,429.20394969371335,429.2056707245915,412.7935485839844,412.479736328125,415.578369140625,9,9,124825.99234672586,NA,191326.34298220786,NA,NA,NA,295831.7260156258,454370.3214838425,349299.16581845615,NA,119187.56034375027,361863.84865846654,513234.82668902853,62913.42170182331
M429T432_POS,429.23248119768226,429.2261203106284,429.23609159307864,432.37200927734375,428.0134582519531,439.8608703613281,19,13,565333.2384777976,351981.0336653654,389455.8752421866,NA,653556.8424701893,152503.059155274,310263.839627929,360676.17876041355,244946.29647916602,321359.80628331925,121710.33831498586,1291592.1001089918,193721.8825669649,321823.8312418864
M429T485_POS,429.2155756546571,429.21468805890555,429.22460956947646,484.54014587402344,482.5025939941406,493.7252197265625,16,12,130012.37086513193,1544195.574559972,294695.2521474594,875537.6640566445,285824.79508456145,1284051.959051809,NA,NA,180829.23960667825,480231.8217721512,157118.1688378904,529288.9185840964,2118293.8320742184,398837.7391215038
M429T623_POS,429.25155758565177,429.25123840788774,429.2613843004164,623.41534423828125,610.380859375,624.39019775390625,18,14,142768511.4876612,145196415.8101459,99448447.83436327,110853761.50236434,113029951.60765105,162443324.3290382,153175460.86446077,164634867.27765164,264493794.22433713,149868547.53513616,141198535.41235834,250549892.88094375,145517409.73062384,74232287.05737759
M429T511_POS,429.2612898273358,429.2602867344418,429.2645846898261,511.4883728027344,504.9502258300781,514.013916015625,13,10,480830.4140060682,NA,60622.333687499835,2967184.9934997237,165187.39839192605,526497.2644429363,NA,122585.48733353299,836096.0338404062,1741129.1683254251,NA,469774.494969494,NA,1529802.188567515
M429T613_1_POS,429.29797886260155,429.2970147023836,429.2988630589925,613.242431640625,611.5185546875,628.95159912109375,7,7,1032990.734640471,NA,431087.8988882777,5782135.508441922,1859365.9838688876,673511.1556069193,NA,NA,2757075.0243975734,NA,NA,2592877.8964761673,NA,NA
M429T613_2_POS,429.31797840443267,429.3177176401171,429.3186856603517,612.5196533203125,611.655517578125,612.97509765625,13,13,NA,1310039.371628891,515699.1293267068,380890.71858906146,517117.83183958277,469474.8871331479,290211.0372613649,467048.09962498955,2113803.0778618534,1337086.817197905,354026.48155503237,2307588.562866824,1556285.4617789162,603873.9771950733
M429T640_POS,429.37188076165813,429.37159454150174,429.3723243475276,640.14349365234375,622.37298583984375,669.42413330078125,23,12,19159845.70235558,42130695.057803705,27545583.41623907,73136880.2862535,64966239.050751165,109449316.63398239,38967126.02127562,74497242.73016675,23025008.99474993,25493266.26744133,37677929.0829331,NA,11910318.773875004,NA
M429T588_POS,429.37232092085094,429.3718879651307,429.37501941931566,588.3878479003906,587.36077880859375,599.12841796875,12,9,NA,1794381.9377130843,NA,177197.02530468671,1698041.6013611683,NA,96715356.90043506,22288167.823392835,18182687.133937445,15959560.558423495,NA,2696066.2984791556,26053797.05145008,NA
M430T492_POS,430.1342758906847,430.1339617692332,430.13494707102575,491.7002868652344,477.84112548828125,493.0986328125,12,12,322808.99506385793,67118.324748438,768931.0860930044,275397.70433539845,372380.97256845137,NA,1119563.476224827,948439.193441187,668617.9920118506,NA,792896.512836917,422105.14145163033,664937.3915874775,1312235.6082251428
M430T308_POS,430.2427170086788,430.2422899512209,430.2436085454677,307.8803253173828,302.58697509765625,320.3254089355469,14,13,NA,50271.578284319905,379229.61373508594,413281.6929052749,333015.92922083306,416608.9408653804,377398.6725078109,318144.2495783546,409786.0911355722,536944.951736222,396629.8795726867,52660372.58809783,55838802.42847466,81142277.49500708
M430T540_1_POS,430.242915620206,430.24247588262705,430.2431759734412,540.4840087890625,539.82232666015625,541.999,8,8,NA,NA,599660.9111061923,834374.6371222901,1392333.5047133642,142897.87968750347,313986.5882648423,230971.51513036995,197138.73903952245,207449.24424734077,NA,NA,NA,NA
M430T624_POS,430.25489227942364,430.2545977217429,430.2556885252502,623.594970703125,617.02593994140625,624.10699462890625,15,14,31303708.771581016,33052014.059412695,23021651.85877856,22175686.15574001,26372844.956718773,36464479.57636616,33169939.916280206,36876466.72374226,58421393.70276372,33712359.21304028,31422241.51657114,47622293.5378166,38741775.825603694,16868940.71094046
M430T525_POS,430.2945330127074,430.29412814719535,430.29519161210396,524.901123046875,523.35955810546875,531.12359619140625,15,14,38394076.73295212,25403156.115294144,64029975.557470456,65541919.80509537,22764856.114767235,13593172.601638563,75612400.86505033,235324056.97523692,18043404.387261324,31858117.28306916,13815090.263771834,6028745.726406251,19982463.720917836,11773826.984267574
M430T540_2_POS,430.2942624443782,430.294073563518,430.2947861640538,540.140869140625,539.5216064453125,541.066,9,9,NA,NA,7510929.000518422,6783862.4561950965,4731044.110780419,2354202.5238212785,5914095.934196693,8248783.038427812,3011394.912987968,5162656.47974375,NA,NA,4730701.2110423045,NA
M430T473_POS,430.31542267487936,430.3151405866809,430.3160549719142,473.1730499267578,472.7130126953125,475.4393310546875,14,14,639173.6247367193,909997.8749257845,1937464.6510731066,1128155.9522002703,916571.7335377627,489073.3841689464,1688811.1207665948,914331.6340277815,796723.0068973638,808944.596862301,1061768.8310101435,1022515.53018466,909313.0985705077,977168.0998295742
M430T612_POS,430.3119870019177,430.30095478256106,430.32223748656156,612.3956279296875,611.66302490234375,613.318115234375,8,7,NA,203182.69166927377,NA,1306910.680919264,NA,NA,156361.2898147976,NA,321007.37136881205,NA,NA,482200.51134709746,224554.94389013876,416554.76940014586
M430T354_POS,430.33072802045103,430.3304616818363,430.33117999280944,353.9706726074219,353.654296875,358.3291015625,9,9,496001.7540753501,178808.8707773421,NA,703067.9314414032,NA,NA,1111691.9162472093,173329.23856415172,224852.26960562094,55505.22381958123,339646.87282582914,121031.25509999847,NA,NA
M430T642_POS,430.3788964749655,430.3786296245382,430.37975253418597,641.54193115234375,631.228759765625,646.3299560546875,12,12,25297266.25030834,73452324.45465891,14556257.368344968,70716233.39034882,72970068.61784057,49803836.04746884,45224750.32705364,44652450.537980974,50260388.6608376,25722972.707634483,22163215.62558798,NA,17115163.961308524,NA
M430T535_POS,430.3885051415614,430.37839228622215,430.3897281805724,535.0089416503906,522.405,545.108,10,9,NA,567154.9137084886,1580171.650098533,NA,NA,421172.34198046953,21065082.289525073,NA,219439.0920880133,NA,608543.4820214858,972231.6287072636,559963.7265916228,470937.8925183984
M431T587_POS,430.7689726764685,430.76839035450615,430.76977639651284,586.71697998046875,580.628,588.9283447265625,18,14,1769686.5382278282,6855775.008541573,1360502.3881612443,2862619.767821719,5857448.555917981,2663208.3432195997,1240871.4741406154,2971137.5215234524,12502734.502298651,7400374.886536046,6455670.122433413,2306423.378831362,3453162.1543220514,1410597.3683538006
M431T602_POS,430.78742367109396,430.7870957591431,430.78816672713555,602.1547546386719,601.45111083984375,603.53826904296875,12,12,NA,794660.211041651,509643.2192734304,758785.4155919135,1428875.5075998204,385870.3857952654,280865.2320317731,842894.6814545692,NA,250496.9845652334,721640.935806299,1479624.7674353186,829331.0400682178,984817.2256709611
M431T489_POS,430.8874111833338,430.8871527460711,430.88828477669637,489.06544494628906,488.7435302734375,490.7956237792969,12,12,NA,NA,2625435.250417074,2776751.302632864,2563593.0715791634,2632519.5119116097,2979896.990826098,2898847.1882094694,2643311.0444669197,2729345.1269540098,2626170.2771043116,19132406.974738304,2550359.6278762226,3548124.2753092614
M431T372_POS,431.1114780888445,431.11115016260277,431.12384644509797,372.33587646484375,371.40411376953125,373.8857727050781,15,14,205535.37722567483,686934.6531325001,597649.8186433831,2010845.9991048488,906535.5276613417,1357936.7528953815,2043419.273053921,1749424.9561102625,919526.8458745105,4783136.828512072,1416234.6903010462,2172288.718137635,1194875.4506582082,867407.5422254875
M431T569_POS,431.1412110011421,431.1408418558546,431.1420245748219,568.7601318359375,568.1973876953125,569.551,14,14,150313.9333723962,146515.89981005783,314675.078011365,317607.5506385198,500931.3955630556,429269.0423023447,418547.20505859714,287458.99810469226,664214.8871853285,561471.4900546862,293545.09161057556,636755.1074531164,468004.486115446,521035.40973897727
M431T454_POS,431.1466448075637,431.1461807416934,431.1473378245012,453.5749816894531,445.78131103515625,460.53717041015625,13,10,302368.5537076838,NA,1075375.4970123458,627762.6833521856,1189008.1528733615,NA,914791.6453693004,NA,820688.0692041717,NA,1893866.3242312302,595524.7371643067,1247444.4779499974,1638443.8704245095
M431T431_POS,431.15823241683324,431.15771060661996,431.1588823703757,431.14060974121094,429.5846252441406,439.5562438964844,12,11,2651014.701538694,NA,NA,1312604.5096354221,672464.4988153904,981396.8041701384,645702.2750681022,826290.3477588946,1215135.4675474341,NA,31553719.988349628,8120747.858836407,1557377.7056964913,549115.8846114099
M431T642_POS,431.1800845294254,431.1797111274338,431.1804676622879,642.37066650390625,639.93017578125,643.77947998046875,13,13,178249.2793108262,788800.3043593668,878545.7378255271,3411613.297112702,2240262.8249674044,1431014.1706924818,2157854.334158659,6633920.732917445,647830.1712511168,9841546.518719053,5170052.808940069,1252450.0568206355,818114.5602038113,NA
M431T504_POS,431.22983191055766,431.2292576718605,431.23135637239403,504.0152130126953,503.3839416503906,504.6446533203125,10,10,NA,NA,155397.95873810377,123329.82934027829,175945.6757455192,168096.3308193601,155549.3570494793,226037.52741731913,113409.72223227142,213439.95723307235,119113.15503571361,NA,NA,340346.53004357335
M431T518_POS,431.2401922454786,431.239447256731,431.2412479026566,518.0466003417969,517.7247314453125,520.24908447265625,14,14,4761340.570533592,9527484.577570327,1526095.0990651,3986553.6142482385,78297158.42665635,16607664.664478619,1064706.2253243388,725987.1645337493,7865597.140166478,2623580.000964223,9880638.689182518,1165851.0521125472,7492271.506937439,15177586.801663524
M431T576_POS,431.2450188062377,431.2404420547832,431.2457837773302,576.05230712890625,574.9285888671875,587.6710205078125,7,7,1853533.3356031326,NA,198516.55592187878,1172540.4172578196,NA,NA,NA,NA,126752.25780729289,NA,NA,823633.2783584002,344844.57312499476,197881.00547688766
M431T624_POS,431.25832233933204,431.2577662462305,431.2592615539869,623.5289001464844,616.5831298828125,624.50592041015625,16,14,4578538.124586571,4393560.712716161,3661704.0176722696,2904731.237684067,3366319.6378153423,3628102.63373435,4564532.927046872,5513699.718148434,8208447.888832396,4795293.7505835835,4366080.941087178,6155976.092921844,4736433.64328561,2199898.6614675205
M431T586_POS,431.2706435116979,431.27014523115486,431.27170847120857,586.24822998046875,579.09808349609375,587.7161865234375,13,11,545534.5778859378,3304677.8350717677,1493504.303934136,1529164.1682625122,2718100.329318365,NA,NA,1343695.880890618,5824398.178324227,3385029.459218334,3122836.913576001,858615.3042321714,1731530.4922209445,NA
M431T516_POS,431.2564839413594,431.25595775997795,431.25716180098476,515.85443115234375,513.98272705078125,516.63446044921875,9,9,NA,98269.41133677508,159592.0368444009,141161.8477858556,218033.37194570675,NA,388098.6539284876,NA,115825.00099175415,NA,317679.4933930703,126916.12078167152,149925.49806640967,NA
M431T539_POS,431.27610631599174,431.2757698891659,431.2769217688338,538.9255676269531,538.26617431640625,541.8736572265625,14,14,2372728.6321599865,4693073.306561741,1484026.9047442274,7250550.523730014,4543048.713125623,3168768.344631356,18147381.67464826,3497072.112537491,4916082.501864852,7385918.244049752,9628261.387380708,1500415.395644184,5232136.712393578,2958105.1747759664
M431T525_POS,431.29805437638856,431.29761291910023,431.2985819959409,524.901123046875,523.35955810546875,531.12359619140625,15,14,10566178.004997736,7466507.1724034045,17369182.257420007,17583228.04398197,6293806.331847914,3927243.250560524,17200578.829417966,64972638.886368774,5048431.540601977,7763121.173824638,3196336.7877479093,1529672.577468093,5235280.687400704,3678062.3561210795
M431T611_POS,431.3149182156945,431.31442026103633,431.3155893564134,611.26104736328125,610.26904296875,623.599853515625,19,14,21156652.272114493,27656823.928164184,25168237.22683538,66365185.49445105,66571834.32573264,33593537.54794958,33424736.225894522,29735951.283667956,31559538.9946601,42884577.427832626,38965446.811200194,17410261.795044817,29027642.72488523,36169783.386325836
M431T473_POS,431.3185387748161,431.31438045922056,431.31946216823985,473.17523193359375,472.42401123046875,479.0166931152344,11,10,73868.37097167969,120043.57203929243,482831.0326438226,117872.2797137783,124369.1852022871,NA,418150.5769216209,259513.15676660105,NA,NA,130546.17833691405,115306.12183333299,NA,145521.756954327
M431T640_POS,431.3835127775454,431.38281130304273,431.38561829807486,639.65118408203125,621.1473388671875,644.7835693359375,11,9,6529704.056267383,19355147.541969884,8174171.789249986,12453375.380849473,21782542.596526567,15887991.821128897,15139442.05220408,NA,10020165.53306683,NA,9392903.506859155,NA,NA,NA
M432T587_POS,431.77222051153035,431.77179365035374,431.7786866092055,587.1141357421875,580.3148193359375,598.24761962890625,12,10,NA,703603.2232324241,341462.69387999654,335112.23981250793,684971.2898705464,NA,400728.45236635103,NA,1632259.207960464,1000307.8927078226,797661.6208797535,290195.4728786071,350077.3518825678,NA
M432T372_POS,432.1149476762233,432.114615587286,432.11561236177306,372.33585131835935,371.4022521972656,372.962890625,10,10,NA,NA,NA,300691.03811601386,78397.74248784728,176032.62393554766,244222.19699255298,178626.620704044,59150.435112304905,887096.9465572403,164910.60781825648,332034.48621791176,93033.5706633108,NA
M432T410_POS,432.1214110120453,432.1211038657609,432.12169814099497,409.8302307128906,408.4247741699219,410.602,8,8,NA,NA,NA,892134.6637108076,438671.6006356518,137643.5397555468,254275.06589029814,351246.18579145946,NA,1685513.4291501027,1059429.7586093182,NA,226675.1363616072,NA
M432T479_POS,432.17868046450883,432.1783991575183,432.17933921844065,478.62794494628906,476.58489990234375,479.7132263183594,12,12,NA,127351.49768152487,612635.3663281215,825414.9099342467,488782.269999998,457952.7017036829,574254.917163867,426306.7093662098,424390.4768146171,475762.91304710525,535441.424448805,NA,159944.61385384007,321540.69996367197
M432T518_POS,432.24344921074925,432.2427726246715,432.24388220031886,518.04656982421875,517.44189453125,520.8714599609375,13,13,1078655.69144331,2049661.4281486445,282049.6187878124,905857.3833125015,18588751.86180493,4028403.4675120087,NA,89058.64638541733,1912036.1585684628,458325.4214952062,2206648.055195314,131722.32953124907,1730125.8063342087,3372024.6252101404
M432T431_POS,432.23727740015,432.237057521059,432.23815998360595,431.4559326171875,431.128662109375,435.1954040527344,12,12,50004.84450000024,NA,2667763.640373046,2387838.9619273115,3412211.405403277,2657364.75253425,2162808.566201558,2481767.122376957,1985246.1731953947,953340.8289197396,1534330.8301995615,NA,1608061.0239991304,1073095.850088782
M432T477_POS,432.2375085565945,432.23710978598143,432.2384172116059,477.2228698730469,476.8276062011719,479.1518859863281,8,8,NA,NA,201595.81122916917,NA,1865373.4275859322,1840253.8926066756,1106871.9191455026,NA,NA,889262.8249950001,1184431.8252407347,980439.2489958666,NA,810747.7090551762
M432T304_POS,432.27959273360807,432.2792568757063,432.2802920059136,304.14263916015625,303.2086486816406,304.7987976074219,14,14,590278.036430917,213510.83404938798,5368230.391976412,1841698.2021757788,2948743.1217500092,2407345.3251868133,2594965.2081894544,2781907.588254468,1840339.6083333408,2513553.9838930294,2121235.3980446854,4878110.405251691,1931288.6783627954,1773378.8043666773
M432T539_POS,432.27960181629163,432.2791536596355,432.28032523085375,538.8995361328125,538.5439453125,542.18841552734375,13,13,327825.6982486987,1094599.395194918,326334.2777656188,1813553.9095492712,1142433.6073252633,768122.1509492091,4588227.119480468,662264.1772020253,1076594.8313837007,1735468.4863196386,2088569.66950537,NA,1155280.1523102715,646678.2026793793
M432T562_POS,432.31009790847327,432.30980234482473,432.310917113536,561.639892578125,557.29571533203125,574.2183837890625,16,14,37451972.57319601,97652932.29242213,126933653.0886097,341853711.2316935,81823340.83500685,80927401.69661519,209316335.64174187,336575938.1979553,103930668.84023553,121517058.83312792,74155196.44204998,28558618.26299986,120972492.53473277,92426725.95693384
M432T525_POS,432.3000669516823,432.29891248449934,432.31093814664285,524.87493896484375,514.30499267578125,540.2066650390625,15,14,1697721.1151901123,894055.9747939109,2145661.6485170024,1536338.6673014942,640862.0853476616,194538.52768749633,1795166.7041663427,9124670.379965113,269376.80913281266,374720.2759290849,121198.83393320089,2777903.678608883,204111.88072916336,9045697.946545495
M432T658_POS,432.3099739738817,432.3096180915055,432.31080195020553,658.07220458984375,652.12908935546875,660.33721923828125,7,7,NA,NA,1634000.1343312464,12221847.566593431,NA,6260048.040007831,NA,NA,NA,6120364.696475897,NA,6198315.080657149,8705766.238695811,1227955.4613291475
M432T611_POS,432.3185547593048,432.317920594228,432.31966120626214,611.2342529296875,610.26904296875,622.6634521484375,15,14,6189018.326460594,7893384.54171774,7067014.665404266,18575178.892636407,18737251.581258077,9278791.060806021,9093816.975411449,8102733.304185879,8748103.165921468,11685459.573410962,11020614.10540188,4434100.690504004,7964090.358173077,9796421.98606066
M433T623_1_POS,432.784556340441,432.7840020967462,432.78530565260223,622.83251953125,617.3314208984375,624.0731201171875,12,11,NA,NA,324526.93910273217,890311.3671251922,1309520.2460125876,1280107.3691825373,NA,520587.5419079289,3578017.533874419,1014767.3357031348,1718896.087418227,5954578.540124958,1948511.5567203695,2268655.751700899
M433T489_POS,432.88442824231606,432.88418995788106,432.8852639916148,489.21238708496094,488.95794677734375,490.7956237792969,12,12,NA,NA,1795654.896029302,2102753.2533185664,2066171.5083434787,2192548.7991721076,2088680.999447917,2084397.5937952646,1893765.83014125,2201564.894979822,2010749.354189582,14638429.622157684,1968618.4416139747,2549824.5649938863
M433T543_POS,433.21002094751213,433.20944306468766,433.21093608637017,543.25537109375,542.2432861328125,544.38433837890625,13,13,NA,185985.50010714182,698770.0347079346,1170276.165686175,1020449.6043423765,519848.5535922881,850696.7243055591,740440.5937338826,862034.9651714537,725240.2527039516,810400.3675625027,575782.685420209,215970.1322648131,194413.36356423624
M433T623_2_POS,433.244556828623,433.24424379086116,433.2454693103603,623.29864501953125,617.3314208984375,624.50592041015625,15,14,2696719.8037155974,2598339.1933311946,2010487.8257281166,1803465.5157857619,2099622.789448173,2931541.529674201,2789306.0206562523,3489375.1238112883,5026617.600727644,2706992.8471993506,2918561.0391431786,3855010.3021988366,3003769.449335844,1169730.33849596
M433T431_POS,433.24047878909494,433.2403119815784,433.2412661636,431.45091247558594,430.8169860839844,432.076,8,8,NA,NA,NA,525065.6634889717,944136.4787695325,626987.7681747606,364115.908056771,449517.67553515243,454080.9627416457,NA,302037.0373866097,NA,243268.14748007775,NA
M433T397_POS,433.24011438420143,433.239512994352,433.2407686476046,397.059421875,396.2857360839844,398.1466064453125,8,8,1490539.972442578,232210.9254850644,1130826.652008049,NA,234757.54516601827,NA,60227.944704860136,328761.90933322586,NA,368960.2804726543,NA,1893117.3801877445,NA,NA
M433T588_POS,433.2465201427146,433.23999369768626,433.25658796695643,588.0111083984375,572.20880126953125,590.15240478515625,14,13,NA,534135.9525124971,1737410.331818838,934308.2269453191,1844532.1444746098,1504334.4668385352,737822.6098950937,1896585.9527274063,3335200.97095164,1434534.7425291885,1909397.3322368227,537565.4570093738,285593.81827343657,461384.58645182423
M433T304_POS,433.28279311655103,433.2823549694796,433.28400134554323,304.1454162597656,303.2086486816406,304.7987976074219,12,12,NA,NA,957583.6607327923,337176.96034615475,536096.4160550729,454467.4381428546,434197.86776757805,495496.9216116535,305257.79853259126,400456.2254340294,353385.2492803822,837005.1974442025,279537.05679101497,312840.19505156134
M433T561_POS,433.3135639851501,433.31323453513585,433.3144389046188,560.81402587890625,557.29571533203125,568.873779296875,15,14,13621857.673536336,27134769.19832025,34622283.95392814,92806618.01719812,22413067.538880486,22102888.841692194,57285198.86085969,92732749.55354865,25470271.360709026,33603903.098430954,20064419.78522489,8313164.114735932,31094426.118075345,25357198.762205757
M433T611_POS,433.3205250104486,433.31989937379035,433.33118327308813,611.28009033203125,610.32403564453125,622.35992431640625,15,14,283251.8802943668,542784.4345781289,767116.310437504,2454797.0753169605,2512377.749863626,1206810.564475698,1044989.9089432743,716018.8076490576,1857051.2202354854,1302451.081858012,1192424.1177194936,3317165.219970904,524029.7220775771,1092045.1517789764
M433T573_POS,433.33028732664457,433.3299863106424,433.3311529905372,573.19122314453125,561.3424072265625,574.166748046875,12,9,NA,NA,2345951.100790106,3794261.3075719005,2703581.647554827,2638373.8667487893,NA,NA,3976580.2816577074,2864966.149163243,2418315.1703839255,1094186.8170356175,NA,2279469.9298268054
M433T646_POS,433.3517207188952,433.35136388936826,433.35246007475706,645.8193664550781,643.25811767578125,646.990234375,8,8,NA,282462.3738477779,240873.68032959572,NA,252194.93197135528,216869.82995342728,NA,203402.24417410206,1036696.3415449318,NA,195097.62184836649,NA,264438.92908202903,NA
M433T672_POS,433.36656404011956,433.3651946788317,433.3675033929826,671.667724609375,664.99127197265625,677.6834716796875,13,12,NA,1396055.2044813917,1033256.2207223857,969787.1651386713,2627715.4911095453,6205561.563728103,1683780.9877807824,NA,2522054.8743738784,820431.1259374965,1338188.6741554658,567611.6288102631,2909916.668580445,1254844.3619685483
M434T627_POS,433.78189573815615,433.78114282906256,433.78779937506664,626.6387939453125,623.315673828125,628.54888916015625,7,7,NA,215270.54333834184,NA,390189.1217966145,948669.857648444,521650.2273407594,NA,NA,NA,NA,652884.4100009695,445816.2695886412,NA,280652.4530194455
M434T424_POS,433.8735610134943,433.8731539193762,433.87480908391865,424.18507385253906,423.6514587402344,427.6583557128906,14,14,187620.4681824773,140128.00790457655,357822.16753605445,483168.873845054,409553.29213693633,585345.0800462889,420850.5572990359,381986.1812695296,438041.3135035987,540664.495033096,409478.0577095966,362915.02714604867,911156.5114062534,280251.9129862131
M434T273_POS,434.1906173957603,434.19023982062487,434.1912460437498,273.1083984375,271.83746337890625,273.9075927734375,12,12,NA,417076.5204447455,248507.16584066575,NA,610439.2702249727,978032.6990929139,596945.050745314,239113.84182812466,2231951.6351615144,1248264.8700732624,512493.4990353487,1088849.8943468696,3082682.5924498853,1389816.2035582035
M434T562_POS,434.3166820701447,434.31625562553756,434.317443967061,561.639892578125,557.29571533203125,568.873779296875,16,14,587215.7971942117,3898780.87923692,5245185.991264616,14172676.064812561,3262577.3144342266,3233717.4181138864,8544239.757166069,13892264.546692513,3884196.192045012,4918671.0825076355,2615397.014484394,1084496.5877347642,4655392.021267358,3809432.7620426
M434T600_POS,434.3257161451518,434.32549162163417,434.32765959427223,599.66455078125,598.549072265625,600.07061767578125,8,8,NA,NA,551052.3745838505,3921039.4741145703,NA,440996.749453453,NA,NA,NA,1042386.3422833717,1749189.1832495136,379306.3392617208,1793730.4558401897,911044.6754804787
